재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      순확정급여부채의 재측정요소		-236,516,436			-161,675,807	-281,479,762
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2020-12-31	사업보고서	KRW	entity00230911_udf_IS_2020112143459160_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄공정가치측정금융자산평가이익		0			1,231,365,821	219,180,000
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄이익		9,478,827,176			1,913,272,732	-7,587,719,541
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당순이익						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당순손익		602			52	-460
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[036640]	HRS	코스닥시장상장법인	202	합성고무 및 플라스틱 물질 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당순손익		602			52	-460
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		5,478,258,120			-55,096,569,891	-20,481,982,549
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		241,348,776			-1,268,329,640	-8,859,642,731
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)		241,348,776			-1,268,329,640	-8,859,642,731
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정손익(세후기타포괄손익)		241,348,776			-593,457,813	-399,990,555
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation	      토지재평가잉여금					-674,871,827	
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	entity00361008_udf_IS_2021212223058415_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익-공정가치측정지분상품평가손익						-8,459,652,176
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)						
포괄손익계산서(세후기타포괄손익) - 별도재무제표	[082740]	HSD엔진	유가증권시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		5,719,606,896			-56,364,899,531	-29,341,625,280
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		116,524,219,562			85,874,870,825	101,879,554,015
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		76,855,734,760			63,731,134,524	71,345,647,932
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		39,668,484,802			22,143,736,301	30,533,906,083
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		19,171,011,330			18,805,301,890	17,425,716,241
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익		20,497,473,472			3,338,434,411	13,108,189,842
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		1,730,772,817			2,399,047,042	1,310,186,148
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융원가		62,586,129			19,810,210	3,670
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherGains	기타수익		17,463,193,135			8,912,791,699	2,783,947,349
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		8,746,798,801			11,873,292,330	655,437,845
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익		30,882,054,494			2,757,170,612	16,546,881,824
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		4,577,240,650			514,559,336	3,961,653,933
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익		26,304,813,844			2,242,611,276	12,585,227,891
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		1,196,063,205			-889,311,841	-845,074,825
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목		1,196,063,205			-889,311,841	-845,074,825
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments	      공정가치금융자산 평가손익(세후기타포괄손익)		1,093,231,214			-646,364,476	-397,603,378
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여부채의 재측정손익		102,831,991			-242,947,365	-447,471,447
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		27,500,877,049			1,353,299,435	11,740,153,066
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		1,892			160	901
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[095340]	ISC	코스닥시장상장법인	262	전자부품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		1,557			160	901
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		29,308,337,301			30,858,557,687	27,666,210,201
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		23,134,700,793			26,390,502,677	22,984,841,391
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		6,173,636,508			4,468,055,010	4,681,368,810
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		9,006,642,351			7,384,964,062	8,306,892,127
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업손실		-2,833,005,843			-2,916,909,052	-3,625,523,317
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		78,106,145			91,137,454	57,526,843
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융원가		1,365,435,997			630,382,561	312,063,840
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherGains	기타이익		488,096,457			467,033,922	3,023,692,902
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherLosses	기타손실		3,340,008,998			1,742,366,113	1,186,927,776
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost	관계기업관련손익		-4,234,564			-331,413,181	125,433,779
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순손실		-6,976,482,800			-5,062,899,531	-1,917,861,409
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		0			0	0
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		-6,976,482,800			-5,062,899,531	-1,917,861,409
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		66,632,507			36,329,042	-484,850,770
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목		515,975			7,140,758	-3,958,644
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	      지분법자본변동		515,975			7,140,758	-3,958,644
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목		66,116,532			29,188,284	-480,892,126
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정요소		66,116,532			29,188,284	-480,892,126
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		-6,909,850,293			-5,026,570,489	-2,402,712,179
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		-306			-312	-118
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[099520]	ITX-AI	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		-306			-312	-118
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_Revenue	수익(매출액)		44,916,042,612			49,192,196,674	53,192,674,259
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_CostOfSales	매출원가		13,132,786,739			14,828,101,964	15,712,547,546
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_GrossProfit	매출총이익		31,783,255,873			34,364,094,710	37,480,126,713
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		28,835,589,014			31,735,446,653	34,383,826,852
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	entity01041828_udf_IS_202062614164690_StatementOfComprehensiveIncomeAbstract	기타영업수익		113,704,023			38,807,317	265,592,587
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	entity01041828_udf_IS_2020626141614644_StatementOfComprehensiveIncomeAbstract	기타영업비용		1,619,498,137			200,743,079	231,807,249
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	dart_OperatingIncomeLoss	영업이익(손실)		1,441,872,745			2,466,712,295	3,130,085,199
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	entity01041828_udf_IS_202062614176238_StatementOfComprehensiveIncomeAbstract	종속기업투자주식손상차손		2,471,770,924				
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_FinanceIncome	금융수익		189,099,664			362,538,531	90,744,376
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	entity01041828_udf_IS_2020626141811886_StatementOfComprehensiveIncomeAbstract	금융비용		462,824,254			398,679,930	140,966,290
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		-1,303,622,769			2,430,570,896	3,079,863,285
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		752,335,042			883,592,253	627,290,922
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_ProfitLoss	당기순이익(손실)		-2,055,957,811			1,546,978,643	2,452,572,363
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_OtherComprehensiveIncome	기타포괄손익		-18,705,248			-3,706,380	-1,741,546
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)		-18,705,248			-3,706,380	-1,741,546
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	entity01041828_udf_IS_2020616143032356_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      순확정급여부채의 재측정요소		-18,705,248			-3,706,380	-1,741,546
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_ComprehensiveIncome	총포괄손익		-2,074,663,059			1,543,272,263	2,450,830,817
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[950170]	JTC	코스닥시장상장법인	471	종합 소매업	02	2020-02-29	사업보고서	JPY	entity01041828_udf_IS_20206161431114_EarningsPerShareAbstract	   기본 및 희석주당이익		-59			46	98
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		178,530,625,484			164,559,283,462	148,855,701,049
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		121,772,230,296			117,741,029,406	111,631,985,205
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		56,758,395,188			46,818,254,056	37,223,715,844
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		18,341,593,198			16,985,946,833	14,412,735,575
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		38,416,801,990			29,832,307,223	22,810,980,269
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융손익		-8,844,715,253			-1,738,546,650	-2,280,253,790
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherFinancialIncome	   금융수익		615,029,237			138,385,516	82,824,777
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	entity00225706_udf_IS_2019331164356842_FinanceIncome	   금융비용		-9,459,744,490			-1,876,932,166	-2,363,078,567
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	entity00225706_udf_IS_2019331164511782_StatementOfComprehensiveIncomeAbstract	기타영업외손익		-7,930,742,325			277,538,871	-1,780,958
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	entity00225706_udf_IS_2019331164557140_udf_IS_2019331164511782_StatementOfComprehensiveIncomeAbstract	   기타수익		600,820,216			481,961,194	431,870,818
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	entity00225706_udf_IS_2019331164559223_udf_IS_2019331164511782_StatementOfComprehensiveIncomeAbstract	   기타비용		-8,531,562,541			-204,422,323	-433,651,776
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		21,641,344,412			28,371,299,444	20,528,945,521
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		-5,222,064,336			6,364,894,996	-5,338,563,445
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		16,419,280,076			22,006,404,448	15,190,382,076
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		517,096,326			-552,472,065	-728,801,122
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류되지 않는 포괄손익		0			0	0
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	entity00225706_udf_IS_20184115199273_OtherComprehensiveIncome	   확정급여제도의 재측정요소		517,096,326			-552,472,065	-728,801,122
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		16,936,376,402			21,453,932,383	14,461,580,954
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익		1,037			1,390	959
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표	[234080]	JW생명과학	유가증권시장상장법인	212	의약품 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		1,037			1,390	959
