재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		147,042,699			160,635,916	143,899,074
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순손익		-6,868,158,368			-3,337,756,701	-12,019,218,597
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		47,552,080				520,957,377
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순손익		-6,915,710,448			-3,337,756,701	-12,540,175,974
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		-3,707,263,655			-332,838,643	199,787,297
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류될 수 있는 항목						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업환산손익		1,621,636,345			-332,838,643	325,890,677
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax	      기타포괄손익-공정가치측정금융자산평가손익						-126,103,380
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는항목(세후기타포괄손익)						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	entity00945208_udf_IS_202081314055829_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익-공정가치측정금융자산평가손익		-5,328,900,000				
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		-10,622,974,103			-3,670,595,344	-12,340,388,677
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순손익귀속						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업소유주		-6,915,710,448			-3,268,036,059	-12,540,175,974
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분					-69,720,642	
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToAbstract	총포괄손익귀속						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업소유주		-10,622,974,103			-3,600,874,702	-12,340,388,677
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배지분					-69,720,642	
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		-509			-240	-922
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[161570]	THE MIDONG	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		-509			-240	-922
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	매출액		55,628,185,706			75,419,428,538	68,523,823,698
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		42,567,036,920			56,463,840,234	52,284,988,619
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		13,061,148,786			18,955,588,304	16,238,835,079
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		15,777,553,247			18,503,904,184	18,009,628,698
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		-2,716,404,461			451,684,120	-1,770,793,619
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherGains	기타수익		321,242,908			355,430,146	324,539,216
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherLosses	기타비용		268,661			3,157,304	8,960,210
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	금융수익		173,106,845			470,931,187	381,351,017
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	금융비용		477,961,375			471,627,686	388,520,538
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)		-2,700,284,744			803,260,463	-1,462,384,134
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용		-247,258,520			-98,429,477	126,747,474
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업이익(손실)		-2,453,026,224			901,689,940	-1,589,131,608
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)		-2,453,026,224			901,689,940	-1,589,131,608
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	기타포괄손익		1,101,404,070			-230,597,676	-354,112,273
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류되지 않는 항목		1,290,413,082			-359,191,796	-457,046,037
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      종업원급여 재측정요소		1,306,916,707			-359,191,796	-428,433,947
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments	      기타포괄손익 공정가치측정 금융자산평가손익		-16,503,625				-28,612,090
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)		94,881,865			53,017,066	2,383,636
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업환산이익(손실)		94,881,865			53,017,066	2,383,636
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	entity00201733_udf_IS_2021311192415729_OtherComprehensiveIncome	   기타포괄손익관련 법인세효과		-283,890,877			75,577,054	100,550,128
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	총포괄손익		-1,351,622,154			671,092,264	-1,943,243,881
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)		-2,458,452,900			898,004,614	-1,591,395,667
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)		5,426,676			3,685,326	2,264,059
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분		-1,357,048,830			667,406,938	-1,945,507,940
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests	   총 포괄손익, 비지배지분		5,426,676			3,685,326	2,264,059
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)		-176			64	-114
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[032540]	TJ미디어	코스닥시장상장법인	265	영상 및 음향기기 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)		-176			64	-114
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_Revenue	수익(매출액)		88,558,514,973			101,092,281,101	104,628,102,381
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_RevenueFromSaleOfGoodsProduct	   제품매출액		58,638,361,546			58,575,195,215	61,106,828,905
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_RevenueFromSaleOfGoodsMerchandise	   상품매출액		29,892,013,867			42,498,571,886	43,521,273,476
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_RevenueFromServices	   용역매출액		28,139,560			18,514,000	
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_CostOfSales	매출원가		70,812,517,525			84,861,701,073	85,856,134,617
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_CostOfSalesFromSaleOfGoodsProduct	   제품매출원가		47,614,346,534			48,237,875,725	49,008,351,114
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_CostOfSalesFromSaleOfGoodsMerchandises	   상품매출원가		23,198,170,991			36,623,825,348	36,847,783,503
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	ifrs-full_GrossProfit	매출총이익		17,745,997,448			16,230,580,028	18,771,967,764
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비		15,796,067,413			16,056,568,869	15,620,948,792
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_SalariesWages	   급여		8,306,108,726			8,360,661,112	7,955,255,274
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_ProvisionForSeveranceIndemnities	   퇴직급여		655,674,196			657,337,205	536,231,044
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_EmployeeBenefits	   복리후생비		1,035,024,356			849,625,418	815,901,353
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_TravelExpenses	   여비교통비		184,003,533			450,394,683	478,041,003
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_EntertainmentExpenses	   접대비		116,213,838			138,394,572	199,775,331
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_CommunicationExpenses	   통신비		144,074,729			151,122,084	142,688,755
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_UtilityExpenses	   수도광열비		126,928,162			134,373,585	127,501,785
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_TaxesDues	   세금과공과		404,568,737			421,906,053	402,060,149
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_DepreciationExpense	   감가상각비		358,879,126			402,006,485	444,972,439
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_RepairExpenses	   수선비		38,520,747			51,116,830	18,831,674
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_RentalExpenses	   임차료		586,171,393			583,247,161	598,890,707
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_InsurancePremiums	   보험료		314,098,348			283,884,400	264,865,633
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_VehicleMaintenanceExpenses	   차량유지비		643,038,950			823,955,288	790,345,205
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_OrdinaryDevelopmentExpense	   경상연구개발비		1,268,033,192			1,123,630,841	1,107,127,924
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_FreightExpenses	   운반비		124,310,461			194,819,861	253,573,300
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_TrainingExpenses	   교육훈련비		2,742,962			4,481,783	7,543,703
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_PublicationExpenses	   도서인쇄비		22,255,995			33,199,854	27,946,153
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_SupplyExpenses	   소모품비		47,196,378			56,210,241	65,490,154
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_Commissions	   지급수수료		687,197,783			541,629,163	766,034,699
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_AdvertisingExpenses	   광고선전비		301,048,981			425,898,885	312,350,444
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_SamplesExpenses	   견본품비		80,294,720			67,308,553	42,109,692
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_AmortisationExpense	   무형자산상각비		183,407,235			174,904,644	164,964,291
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_BadDebtExpenses	   대손상각비		32,223,896			53,113,486	29,965,210
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_ExpenseForManagementOfAffairs	   사무비		19,718,394			33,616,132	22,156,689
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_MembershipExpenses	   협회비		26,127,818			22,210,545	33,413,765
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_MiscellaneousExpenses	   잡비		88,204,757			17,520,005	12,912,416
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)		1,949,930,035			174,011,159	3,151,018,972
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherGains	기타이익		2,116,232,137			1,208,784,483	3,331,334,267
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_GainsForeignCurrencyTransactions	   외환차익		46,343,135			29,653,865	32,810,970
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_GainOnForeignExchangeTranslations	   외화환산이익		7,569,522			46,106,629	52,617,249
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_GainsOnDisposalsOfFairValueFinancialAsset	   당기손익-공정가치금융자산거래이익		138,775,988			293,143,470	
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_GainsOnValuationOfFairValueFinancialAsset	   당기손익-공정가치금융자산평가이익		1,445,885,658			73,784,163	2,231,106,930
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_GainsOnSaleOfInvestmentsInSubsidiaries	   종속기업및관계기업투자주식처분이익					352,071,964	
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_GainsOnDisposalsOfPropertyPlantAndEquipment	   유형자산처분이익		43,862,706			11,840,464	322,012,026
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_LentIncome	   수입임대료		185,447,956			186,994,639	271,507,334
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_MiscellaneousIncome	   잡이익		248,347,172			215,189,289	421,279,758
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_OtherLosses	기타손실		662,652,587			3,375,948,040	564,005,534
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_LossesForeignCurrencyTransactions	   외환차손		23,541,145			32,989,887	16,638,757
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[048770]	TPC	코스닥시장상장법인	291	일반 목적용 기계 제조업	12	2020-12-31	사업보고서	KRW	dart_LossOnForeignExchangeTranslations	   외화환산손실		46,558,631			12,031,450	70,033,303
